Name	Assembly ID	Archaeal_Kingdom	Taxonomy	Completeness	Contamination	Park Quality_Score	Bioproject	Biosample	Environment_Category-ArchaeaHQ	Metagenome_source	geo_loc_name	lat_lon	Isolation_Source	Env_Broad	Env_Local	Env_medium	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	rRNA	tRNA
GCA_963602835.1_H07624-L1_cleanbin_000001_GreatApes_genomic	GCA_963602835.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;unclassified Methanomethylophilaceae;Candidatus Methanomethylophilaceae archaeon	97.55	0.49	97.47087904	PRJEB68160	SAMEA114586328	Animal_Host_Associated	N/A	Gabon	0	Feces of Gorilla gorilla gorilla (GAB)	hominid body	0	feces	0.867	55177	328.6004785	2374337	0.37	2090	0	60
GCA_964583935.1_SRP252850_co1_245_genomic	GCA_964583935.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;environmental samples;uncultured Methanosarcinales archaeon	72.91	3.48	57.42625446	PRJEB82487	SAMEA117125240	Terrestrial_Hot_Spring	N/A	Mexico	0	microbial mat metagenome	terrestrial	0	terrestrial	0.903	6800	243.4987013	1241210	0.36	1540	0	60
GCA_964001215.1_ERR599126_maxbin2_5_genomic	GCA_964001215.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Candidatus Poseidoniia;Candidatus Poseidoniales;environmental samples;uncultured Candidatus Poseidoniales archaeon	85.52	0.18	86.85338934	PRJEB22493	SAMEA115419771	Marine_Water_Column	N/A	not provided	0	marine metagenome	water	0	tara	0.918	29294	340.688698	1681582	0.47	1513	26	59
GCA_051351675.1_ASM5135167v1_genomic	GCA_051351675.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natronorubrum;Natronorubrum halobium	99.95	6.42	71.19076176	PRJNA1284356	SAMN49719768	Unknown	N/A	China: Qinghai	0	sediment	0	0	0	0.827	4803121	277.3107022	5622551	0.63	5597	13	59
GCA_039544045.1_ASM3954404v1_genomic	GCA_039544045.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haladaptataceae;Haladaptatus;Haladaptatus pallidirubidus	99.99	9.2	56.88490066	PRJDB10510	SAMD00645855	Terrestrial_Soil	N/A	China	0	Saline soil in Lup Nur region	0	0	0	0.824	616313	253.6227758	5693965	0.56	6182	12	59
GCA_942493015.1_ENR-C_bin.1390_genomic	GCA_942493015.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;environmental samples;uncultured Methanosarcinaceae archaeon	99.95	0.11	102.683592	PRJEB52550	SAMEA14373151	Unknown	N/A	Denmark	0	Laboratory enrichment culture	aquatic biome	laboratory	slurry	0.736	3691339	293.4938511	3691339	0.4	3090	12	59
GCA_004698125.1_ASM469812v1_genomic	GCA_004698125.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex;Halosimplex halophilum	99.87	3.71	84.49611297	PRJNA528688	SAMN11242085	Hypersaline_Salt	N/A	"China: Gobi Desert, Xinjiang"	0	hypersaline alkaline lake	0	0	0	0.87	2250225	297.639743	4467366	0.7	4358	8	59
GCA_964589885.1_binchicken_co32_66_genomic	GCA_964589885.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;environmental samples;uncultured Methanosarcinales archaeon	72.2	3.67	55.66414337	PRJEB82487	SAMEA117373313	Hypersaline_Salt	N/A	China	0	soda lake metagenome	aquatic	0	aquatic	0.91	4249	209.2807407	927689	0.34	1350	1	59
GCA_965602575.1_SRR26215684_concoct_2_genomic	GCA_965602575.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;environmental samples;uncultured Thermoplasmata archaeon	78.51	2.75	66.57909482	PRJEB87496	SAMEA118562384	Marine_Sediment	N/A	Denmark	0	sediment metagenome	marine	0	marine sediment	0.867	4347	301.8618158	3124273	0.41	2996	1	59
GCA_002729355.1_ASM272935v1_genomic	GCA_002729355.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;unclassified Methanobacteriota;Methanobacteriota archaeon	84.75	7.14	51.25439972	PRJNA391943	SAMN07618808	Marine_Water_Column	marine metagenome	Pacific Ocean: North Pacific Ocean	0	marine water sample	marine pelagic biome	0	0	0.95	25633	294.861596	2230549	0.43	2406	1	59
GCA_020217425.1_ASM2021742v1_genomic	GCA_020217425.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium;Halomicrobium urmianum	99.33	1.64	94.39284652	PRJNA765798	SAMN21591356	Hypersaline_Salt	N/A	Iran: Urmia salt lake	0	salt lake	0	0	0	0.839	3355004	280.9163328	4254704	0.67	4243	16	58
GCA_009789175.1_ASM978917v1_genomic	GCA_009789175.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Salinibaculum;Salinibaculum litoreum	99.87	4.37	81.28030667	PRJNA592752	SAMN13439348	Hypersaline_Salt	N/A	"China:Dalian, Liaoning Province"	0	isolated from salted brown alga Laminaria	0	0	0	0.874	3315991	280.8087629	3732358	0.62	3880	8	58
GCF_024362525.1_ASM2436252v1_genomic	GCF_024362525.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natrononativus;Natrononativus amylolyticus	98.64	0.17	101.0268888	PRJNA857842	SAMN29638652	Hypersaline_Salt	N/A	China: Qagan Salt Lake	0	sediment	0	0	0	0.86	2976992	289.5084746	3986100	0.65	3953	8	58
GCA_024464185.1_ASM2446418v1_genomic	GCA_024464185.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halorubellaceae;Haloarchaeobius;Haloarchaeobius salinus	99.98	1.43	95.85623423	PRJNA861062	SAMN29881929	Hypersaline_Salt	N/A	China: Shanxi	0	Yuncheng salt lake	0	0	0	0.88	1128414	294.5401042	3851061	0.67	3840	5	58
GCA_046195335.1_ASM4619533v1_genomic	GCA_046195335.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum lacunae	99.94	1.8	94.22862707	PRJNA1193616	SAMN45148923	Terrestrial_Soil	N/A	"Japan: Kisarazu, Chiba"	0	soil was collected from a puddle	0	0	0	0.868	3777932	320.5140433	3777932	0.43	3418	18	57
GCA_013342135.1_ASM1334213v1_genomic	GCA_013342135.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Haloterrigena;Haloterrigena gelatinilytica	99.72	3.34	86.32864504	PRJNA637493	SAMN15143775	Hypersaline_Salt	N/A	China:Xinjiang	0	salt lake sediment	0	0	0	0.834	4142763	293.4551025	4994572	0.66	4733	17	57
GCA_023028105.1_ASM2302810v1_genomic	GCA_023028105.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Halosolutus;Halosolutus gelatinilyticus	98.88	3.2	86.17591159	PRJNA822525	SAMN27190946	Terrestrial_Soil	N/A	China: Xinjiang	0	saline soil	0	0	0	0.833	3906818	291.2236408	4757880	0.65	4543	13	57
GCA_000007345.1_ASM734v1_genomic	GCA_000007345.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina acetivorans;Methanosarcina acetivorans C2A	99.98	1.23	97.20989026	PRJNA290	SAMN03081414	Unknown	N/A	0	0	0	0	0	0	0.752	5751492	295.7397625	5751492	0.43	4884	12	57
GCA_004799685.1_ASM479968v1_genomic	GCA_004799685.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halobellus;Halobellus limi	99.87	2.59	90.15552808	PRJNA482708	SAMN09711302	Hypersaline_Salt	N/A	China	0	Taibei marine solar saltern near Lianyungang city	0	0	0	0.859	2958395	289.9040431	3749890	0.66	3710	8	57
GCA_024138165.1_ASM2413816v1_genomic	GCA_024138165.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haladaptataceae;Halorussus;Halorussus vallis	99.71	3.42	85.90862095	PRJNA850507	SAMN29182859	Terrestrial_Soil	N/A	China:Tibet	0	saline soil	0	0	0	0.846	3955869	282.6020206	5051069	0.66	5048	8	57
GCA_037335815.1_ASM3733581v1_genomic	GCA_037335815.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronomonadaceae;Salinirubellus;Salinirubellus litoreus	100	8	63.33072247	PRJNA1086340	SAMN40373061	Unknown	N/A	China: Jiangsu	0	sediment	0	0	0	0.841	4586115	284.2300818	5327573	0.67	5259	4	57
GCA_007421925.1_ASM742192v1_genomic	GCA_007421925.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronomonadaceae;Haloglomus;Haloglomus irregulare	99.04	1.12	96.15945146	PRJNA477537	SAMN09473901	Hypersaline_Salt	N/A	"Spain: Isla Cristina, Huelva"	0	"solar saltern of Isla Cristina, Huelva, Spain"	0	0	0	0.832	274728	278.2745245	4004362	0.68	3996	4	57
GCA_009831455.1_ASM983145v1_genomic	GCA_009831455.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Salinirussus;Salinirussus salinus	99.76	1.28	96.30378502	PRJNA592750	SAMN13439345	Hypersaline_Salt	N/A	"China: Yinggehai, Hainan Province"	0	marine solar saltern	0	0	0	0.887	771916	287.4047825	3369022	0.69	3471	4	57
GCA_963722085.1_MFD05674.bin.2.15_genomic	GCA_963722085.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;environmental samples;uncultured Methanosarcinaceae archaeon	77.98	2.87	65.99533462	PRJEB58634	SAMEA114823568	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.67	53786	247.1250693	3979170	0.39	3606	4	57
GCA_963668475.1_piCycPorc2.Methanospirillum_sp_2.1_genomic	GCA_963668475.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;environmental samples;uncultured Methanospirillum sp.	99.97	2.11	92.71702265	PRJEB67204	SAMEA114301059	Animal_Host_Associated	N/A	United Kingdom	0	Ciliate: Cyclidium porcatum	aquatic biome	0	ciliate culture	0.875	3926859	314.4360099	3926859	0.47	3649	21	56
GCA_963674485.2_piMetSpef1.Methanolobus_sp_1.2_genomic	GCA_963674485.2	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;environmental samples;uncultured Methanolobus sp.	100	7.55	65.51374477	PRJEB69416	SAMEA114503743	Animal_Host_Associated	N/A	USA	0	Ciliate: Metopus sp. strain NARRIV	aquatic biome	0	ciliate culture	0.864	3368911	288.3356002	3380489	0.41	3382	17	56
GCA_005485005.1_ASM548500v1_genomic	GCA_005485005.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei	99.99	1.2	97.30093763	PRJNA471916	SAMN09222529	Terrestrial_Soil	N/A	Russia	0	Arctic permafrost	0	0	0	0.744	4186733	294.1018388	4186733	0.42	3535	16	56
GCA_020405185.1_ASM2040518v1_genomic	GCA_020405185.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium;Halomicrobium salinisoli	99.62	0.2	101.8839186	PRJNA765798	SAMN21590223	Terrestrial_Soil	N/A	"China: gobi saline soil of Tarim Basin, Xinjiang"	0	gobi saline soil	0	0	0	0.864	3371609	295.5820896	3846467	0.69	3752	16	56
GCA_042663685.1_ASM4266368v1_genomic	GCA_042663685.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Saliphagus;unclassified Saliphagus;Saliphagus sp. GCM10025308	80.67	8.72	40.37035612	PRJNA595761	SAMN43283173	Unknown	N/A	missing	0	missing	0	0	0	0.811	3987606	227.1482232	4539405	0.63	5431	16	56
GCA_020405205.1_ASM2040520v1_genomic	GCA_020405205.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema;Natrinema salinisoli	99.99	0.99	98.35112292	PRJNA766180	SAMN21621845	Terrestrial_Soil	N/A	China:Xinjiang	0	saline soil sediment	0	0	0	0.842	4190307	283.0164776	4704203	0.63	4673	13	56
GCA_963788865.1_MFD05674.bin.2.193_genomic	GCA_963788865.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;environmental samples;uncultured Methanosarcinaceae archaeon	86.42	1.25	82.8515238	PRJEB58634	SAMEA114823596	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.685	230700	247.5263771	3707990	0.41	3431	12	56
GCA_000024185.1_ASM2418v1_genomic	GCA_000024185.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter ruminantium;Methanobrevibacter ruminantium M1	99.84	0.36	101.273967	PRJNA34681	SAMN02603710	Unknown	N/A	0	0	0	0	0	0	0.781	2937203	347.7426103	2937203	0.33	2199	9	56
GCA_051195075.1_ASM5119507v1_genomic	GCA_051195075.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halobaculum;unclassified Halobaculum;Halobaculum sp. EA56	99.99	2.88	88.38441978	PRJNA1260736	SAMN48402978	Hypersaline_Salt	N/A	Ethiopia: Oromia	0	Edible salt	0	0	0	0.866	388007	285.3679964	4404156	0.69	4462	8	56
GCA_051917725.1_ASM5191772v1_genomic	GCA_051917725.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haladaptataceae;Halomicrococcus;unclassified Halomicrococcus;Halomicrococcus sp. SG-WS-1	100	4.85	78.58351343	PRJNA1302098	SAMN50460857	Terrestrial_Soil	N/A	China:Tianjin Shengang	0	wet soil	0	0	0	0.855	464544	284.5947179	4152491	0.66	4165	8	56
GCA_001190965.1_ASM119096v1_genomic	GCA_001190965.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax;Haloferax gibbonsii	99.86	0.54	100.3945715	PRJNA285662	SAMN03755233	Hypersaline_Salt	N/A	Brazil: Lagoa Vermelha	0	saline saltern	0	0	0	0.868	2945391	293.8272916	3918454	0.66	3862	8	56
GCA_004785955.1_ASM478595v1_genomic	GCA_004785955.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae;Halostella;Halostella litorea	99.64	0.84	98.45342081	PRJNA523684	SAMN10986238	Hypersaline_Salt	N/A	"China:Dalian, Liaoning Province"	0	isolated from salted brown alga	0	0	0	0.884	1063755	284.7657216	3745232	0.68	3880	8	56
GCA_020150815.1_ASM2015081v1_genomic	GCA_020150815.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloprofundus;Haloprofundus salilacus	99.66	0.42	100.8152143	PRJNA763292	SAMN21437237	Unknown	N/A	China: Tibet	0	sediment	0	0	0	0.854	3239131	283.9882416	3727714	0.64	3742	8	56
GCA_023703775.1_ASM2370377v1_genomic	GCA_023703775.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloplanus;Haloplanus halophilus	99.48	1.5	95.2193103	PRJNA843938	SAMN28772773	Hypersaline_Salt	N/A	China:Guangdong	0	salt	0	0	0	0.891	3010375	288.5513834	3435985	0.68	3542	8	56
GCA_024296685.1_ASM2429668v1_genomic	GCA_024296685.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema;Natrinema marinum	99.93	0.3	101.7179403	PRJNA854279	SAMN29426053	Unknown	N/A	China: Jiangsu	0	sediment	0	0	0	0.858	3766003	289.542719	3766003	0.66	3722	8	56
GCA_000336755.1_ASM33675v1_genomic	GCA_000336755.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax;Haloferax elongans;Haloferax elongans ATCC BAA-1513	99.71	1.35	95.7266731	PRJNA174902	SAMN02471641	Unknown	N/A	0	0	0	0	0	0	0.875	341465	289.0027541	3952136	0.61	3994	7	56
GCA_000455365.1_HdjelfamassiliensisIIH2_genomic	GCA_000455365.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Halopiger;Halopiger djelfimassiliensis	96.74	0.36	97.95721937	PRJEB1777	SAMEA2272053	Unknown	N/A	0	0	0	0	0	0	0.858	1082527	290.8214574	3776554	0.64	3719	5	56
GCA_041894845.1_ASM4189484v1_genomic	GCA_041894845.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema;unclassified Natrinema;Natrinema sp. H-ect4	100	2.6	89.68209533	PRJNA949680	SAMN43145792	Terrestrial_Soil	N/A	"Russia: Altai Region, Kulunda Steppe"	0	Mixed surface oxic sediment and brine sample from hypersaline salt lakes	0	0	0	0.831	231308	276.8162492	4743761	0.62	4751	5	56
GCA_006543045.1_ASM654304v1_genomic	GCA_006543045.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Salinadaptatus;Salinadaptatus halalkaliphilus	99.95	4.87	78.19402106	PRJNA494838	SAMN10181221	Hypersaline_Salt	N/A	China:Inner Mongolia	0	"salt pond with salinity of 32%, pH 7"	0	0	0	0.857	154185	288.7116715	4521535	0.62	4481	3	56
GCA_963827975.1_MFD00905.bin.2.113_genomic	GCA_963827975.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;environmental samples;uncultured Methanosarcinaceae archaeon	75.12	4.41	55.77394433	PRJEB58634	SAMEA114809169	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.716	255793	231.5137279	3161753	0.42	3278	0	56
GCA_964560735.1_binchicken_co158_90_genomic	GCA_964560735.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;environmental samples;uncultured Methanosarcinales archaeon	95.82	5.24	71.8311143	PRJEB82487	SAMEA117363347	Wastewater_Biogas_Landfill	N/A	Japan	0	sludge metagenome	engineered	0	engineered	0.747	26438	290.7752675	4904889	0.4	4205	0	56
GCA_019879105.1_ASM1987910v1_genomic	GCA_019879105.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema;unclassified Natrinema;Natrinema sp. SYSU A 869	99.13	4.4	80.42565782	PRJNA756716	SAMN20924712	Hypersaline_Salt	N/A	China:Xinjiang	0	salt lake sediment	0	0	0	0.808	3902255	258.0732817	5674674	0.61	5936	22	55
GCA_032878975.1_ASM3287897v1_genomic	GCA_032878975.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanochimaera;Methanochimaera problematica	99.31	0.23	101.3420437	PRJNA564928	SAMN12726561	Marine_Sediment	N/A	Taiwan: offshore southwestern Taiwan	0	marine sediment	0	0	0	0.876	2312530	300.7731317	2312530	0.4	2248	17	55
GCA_051414035.1_ASM5141403v1_genomic	GCA_051414035.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex;Halosimplex amylolyticum	100	5.93	73.3550435	PRJNA1216953	SAMN46473778	Unknown	N/A	China: Shandong	0	sediment	0	0	0	0.854	1023498	303.1851346	5455721	0.67	5126	12	55
